"gender","grade","snap1","snap2","snap3","snap4","snap5","snap6","snap7","snap8","snap9","averBinned"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","C","N","S","C","C","C","S","N","C","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","C","S","C","S","S","C","C","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","N","C","S","S","S","S","S","C","S","L"
"B","3rd","S","C","S","S","S","C","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","S","S","S","S","S","S","C","C","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","C","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","C","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","C","S","S","S","S","S","S","S","S","L"
"B","3rd","N","C","S","S","C","C","S","C","C","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","C","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","C","S","S","C","S","C","S","C","C","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","C","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","C","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","C","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","C","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","C","C","C","S","N","S","M"
"B","3rd","S","S","S","S","S","S","S","S","C","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","C","C","S","C","C","C","S","C","S","L"
"B","3rd","C","S","S","S","S","S","S","C","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","C","N","C","C","N","N","C","N","N","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","C","C","M"
"B","3rd","C","S","S","C","S","S","S","C","C","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","C","S","C","C","C","S","C","S","L"
"B","3rd","S","S","S","S","C","S","S","S","S","M"
"B","3rd","C","S","S","S","S","S","S","S","S","H"
"B","3rd","C","C","S","S","S","S","S","C","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","C","C","S","S","S","S","C","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","C","S","S","S","S","S","S","S","S","M"
"B","3rd","S","C","S","S","S","S","S","C","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","C","S","S","S","S","S","S","C","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","C","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","C","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","C","S","S","S","S","S","C","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","C","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","S","S","S","S","S","C","S","C","M"
"B","3rd","C","S","C","C","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","S","S","S","S","S","S","S","C","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","C","S","S","C","S","S","N","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","N","S","C","C","C","S","N","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","S","S","C","S","C","S","C","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","C","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","C","S","S","S","S","C","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","C","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","C","C","C","C","S","S","C","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","C","C","S","S","S","S","C","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","C","C","C","S","C","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","C","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","C","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","C","S","S","S","S","S","S","C","C","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","C","S","L"
"B","3rd","S","C","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","C","S","M"
"B","3rd","S","S","S","S","S","S","S","C","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","C","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","C","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","C","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","M"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","S","S","L"
"B","3rd","S","S","S","S","S","S","S","S","S","H"
"B","3rd","S","S","S","S","S","S","S","C","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","N","N","C","N","N","C","S","N","N","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","N","S","S","S","S","S","S","S","S","M"
"B","4th","S","C","S","C","C","C","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","C","S","S","S","S","S","C","S","M"
"B","4th","N","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","C","C","M"
"B","4th","S","S","S","S","S","C","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","C","M"
"B","4th","S","S","S","S","S","S","S","C","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","C","C","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","C","S","S","S","S","S","S","C","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","C","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","C","M"
"B","4th","C","S","C","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","C","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","C","S","S","S","S","S","S","C","S","L"
"B","4th","S","S","S","S","C","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","C","S","S","S","S","S","C","S","L"
"B","4th","C","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","C","C","S","S","S","S","C","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","C","C","S","S","S","C","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","C","C","S","S","C","S","S","C","S","L"
"B","4th","S","C","S","S","C","S","S","C","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","C","S","S","S","S","S","C","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","C","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","C","S","S","C","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","C","C","S","S","S","S","S","S","H"
"B","4th","S","S","C","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","C","S","S","S","S","C","S","C","S","M"
"B","4th","S","C","S","S","C","C","S","C","C","M"
"B","4th","C","S","C","S","S","S","S","C","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","C","S","S","S","S","S","S","S","S","M"
"B","4th","S","C","S","S","C","S","S","C","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","C","S","S","S","S","S","S","C","C","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","C","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","C","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","C","S","H"
"B","4th","N","C","S","C","S","C","S","N","C","L"
"B","4th","S","S","S","S","S","S","S","C","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","C","C","C","C","S","S","N","C","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","C","S","S","S","S","S","S","C","C","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","C","C","S","S","S","S","S","C","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","C","C","S","C","C","C","C","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","C","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","C","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","C","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","C","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","C","S","S","S","S","C","S","C","C","L"
"B","4th","S","S","S","S","S","S","S","C","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","C","S","S","S","S","S","S","C","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","C","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","C","C","S","S","C","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","C","C","S","C","M"
"B","4th","N","N","S","C","C","N","C","N","C","L"
"B","4th","S","S","S","S","S","S","S","S","C","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","C","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","C","S","S","C","S","S","C","C","L"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","H"
"B","4th","S","S","S","S","S","S","S","S","S","L"
"B","4th","S","S","S","S","S","S","S","S","S","M"
"B","4th","S","S","S","S","S","S","S","S","S","H"
